ID,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Size,Zeta,Target
1311,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,24,200.0,MTT,TetrazoliumSalt,29.57,-33.33,11.975
1603,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,50.0,Live/Dead,TrypanBlue,142.0,56.0,91.436
400,Ag,I,Wire,,Commercial,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,50.0,MTS,TetrazoliumSalt,30.0,-3.85,67.133
697,Au,I,Sphere,Citrate,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,0.061,NRU,NeutralRed,13.0,-60.7,96.897
1000,PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,4,500.0,MTT,TetrazoliumSalt,230.0,32.0,101.47
1291,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,75.0,MTT,TetrazoliumSalt,10.0,-31.8,95.05
2064,ZnO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,50.0,MTT,TetrazoliumSalt,45.3,32.7,36.184
1017,Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,24,100.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,89.486
2331,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,25.0,NRU,NeutralRed,10.9,-45.4,108.99
1104,C60,C,Sphere,,Commercial,Negative,mDF,10000.0,A,Mouse,Skin,Fibroblast,Adult,P,48,1.0,MTT,TetrazoliumSalt,34.64,-37.4,76.377
1196,Ag,I,Sphere,Citrate,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,24,5.0,MTS,TetrazoliumSalt,39.94,-23.5,109.29
2213,C70,C,Sphere,Dextran,Commercial,Negative,L929,300000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,40.0,Live/Dead,CalceinAM,15.0,-20.7,89.023
1063,SiO2,I,Sphere,Ph,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,1000.0,MTT,TetrazoliumSalt,375.4,-26.8,80.493
536,IronOxide,I,Sphere,PEG-FA,Solvothermal Process,Negative,SKOV-3,100000.0,H,Human,Ovary,Epithelial,Adult,L,48,0.5,MTT,TetrazoliumSalt,326.5,-23.5,98.288
950,SiO2,I,Sphere,SodiumAlginate,Hydrolysis,Negative,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,24,500.0,AlamarBlue,AlamarBlue,345.2,-13.0,77.32
471,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,31.25,MTT,TetrazoliumSalt,384.6,62.1,106.09
1480,SLN,O,Sphere,DDAB,Multiple Emulsion Method,Positive,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,24,66.0,AlamarBlue,AlamarBlue,134.2,28.2,91.844
2487,SiO2,I,Sphere,Ph,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,31.2,MTT,TetrazoliumSalt,375.4,-26.8,104.58
1510,PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,MDBK,10000.0,A,Cow,Kidney,Epithelial,Adult,L,24,5000.0,MTS,TetrazoliumSalt,204.0,10.0,72.544
664,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,24,200.0,NRU,NeutralRed,29.57,-33.33,38.53
923,SiO2,I,Sphere,,Soft Templating Method,Negative,A2780,10000.0,H,Human,Ovary,Epithelial,Adult,L,96,200.0,MTT,TetrazoliumSalt,120.0,-5.21,84.637
83,Ag,I,Sphere,,Commercial,Negative,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,200.0,MTT,TetrazoliumSalt,65.0,-30.0,48.235
442,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,25.0,NRU,NeutralRed,10.9,-45.4,104.59
2037,Dendrimer,O,Sphere,,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,72,100.0,MTT,TetrazoliumSalt,6.7,7.2,9.8774
813,IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HEK293,100000.0,H,Human,Kidney,Epithelial,Embryonic,L,48,4.0,MTT,TetrazoliumSalt,8.0,11.0,95.076
1720,C60,C,Sphere,,Commercial,Negative,mDF,10000.0,A,Mouse,Skin,Fibroblast,Adult,P,6,50.0,MTT,TetrazoliumSalt,34.64,-37.4,100.0
1760,Pt,I,Sphere,,Green Synthesis,Negative,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,48,180.0,MTS,TetrazoliumSalt,24.6,-11.0,68.25
590,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,10.0,-31.8,93.069
735,IronOxide,I,Sphere,Silica,Commercial,Negative,HK-2,30000.0,H,Human,Kidney,Epithelial,Adult,L,24,100.0,XTT,TetrazoliumSalt,114.0,-6.52,54.661
117,Au,I,Rod,,EBPVD,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,24,200.0,MTS,TetrazoliumSalt,65.0,-23.3,83.333
2450,SLN,O,Sphere,CTAB,Multiple Emulsion Method,Positive,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,24,66.0,AlamarBlue,AlamarBlue,135.1,28.2,3.3841
914,Al2O3,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,5.0,MTT,TetrazoliumSalt,39.7,36.3,95.38
807,NiO,I,Sphere,,Commercial,Positive,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,25.0,NRU,NeutralRed,21.6,25.3,92.71
2484,ZnO,I,Sphere,,Commercial,Positive,L-132,1000000.0,H,Human,Lung,Epithelial,Embryonic,L,24,100.0,MTT,TetrazoliumSalt,94.5,17.5,21.314
2392,Ag,I,Irregular,PVP,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,10.0,NRU,NeutralRed,20.0,-17.1,0.41322
2072,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,35.0,NRU,NeutralRed,100.0,-8.23,56.114
1667,MWCNT,C,Nanotube,COOH,Chemical Vapor Deposition,Negative,Macrophages,100000.0,A,Mouse,Peritoneal Cavity,Macrophage,Adult,P,24,5.0,WST-1,TetrazoliumSalt,24.6,-20.2,95.604
987,ZrO2,I,Sphere,,Green Synthesis,Negative,HCT-116,10000.0,H,Human,Colon,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,10.0,-45.5,62.4
2187,TiO2,I,Irregular,,Commercial,Negative,A431,10000.0,H,Human,Skin,Epithelial,Adult,L,24,8.0,NRU,NeutralRed,50.0,-17.6,85.377
1827,Ag,I,Wire,,Commercial,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,2.0,MTS,TetrazoliumSalt,30.0,-3.36,100.7
1205,SWCNT,C,Nanotube,PEG,Chemical Vapor Deposition,Negative,PC12,10000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,0.1,MTT,TetrazoliumSalt,3.0,-30.14,84.602
694,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,5.0,MTT,TetrazoliumSalt,10.9,-45.4,100.38
808,Au,I,Sphere,,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,4.0,MTS,TetrazoliumSalt,61.46,-32.66,84.149
2314,MWCNT,C,Nanotube,,Commercial,Neutral,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,32.0,CCK-8,TetrazoliumSalt,17.6,0.9,85.452
1899,MWCNT,C,Nanotube,,Commercial,Neutral,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,4.0,CCK-8,TetrazoliumSalt,17.6,0.9,95.865
2509,Ag,I,Irregular,PVP,Commercial,Negative,NR8383,12000.0,A,Rat,Lung,Macrophage,Adult,L,24,1.5,WST-1,TetrazoliumSalt,20.0,-17.1,104.75
334,SLN,O,Sphere,DDAB,Multiple Emulsion Method,Positive,Y-79,10000.0,H,Human,Retina,MulticellularClusters,Adult,L,24,330.0,AlamarBlue,AlamarBlue,134.2,28.2,76.064
1992,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,50.0,MTT,TetrazoliumSalt,142.0,56.0,122.67
1754,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,48,5.0,CCK-8,TetrazoliumSalt,500.0,37.9,86.343
1729,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,40.0,NRU,NeutralRed,100.0,-8.23,50.437
2155,CuO,I,Sphere,,Precipitation,Negative,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,50.0,NRU,NeutralRed,22.83,-20.36,33.333
848,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,21.06,-24.5,67.494
495,Cu,I,Sphere,AscorbicAcid,Chemical Reduction,Negative,HGF,10000.0,H,Human,Gingiva,Fibroblast,Adult,P,24,31.25,MTT,TetrazoliumSalt,250.0,-24.7,73.852
1195,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,24,125.0,MTT,TetrazoliumSalt,384.6,62.1,104.32
774,SiO2,I,Sphere,,Hydrolysis,Negative,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,48,100.0,AlamarBlue,AlamarBlue,289.76,-28.0,98.057
2317,IronOxide,I,Sphere,,Pyrolysis,Negative,HeLa,100000.0,H,Human,Cervix,Epithelial,Adult,L,72,2.0,MTT,TetrazoliumSalt,6.0,-36.5,50.217
1865,Ag,I,Sphere,PVP,Chemical Reduction,Negative,KEC,20000.0,H,Human,Skin,Epithelial,Adult,P,48,5.39,MTS,TetrazoliumSalt,17.0,-18.4,32.763
1244,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,250.0,NRU,NeutralRed,29.57,-33.33,20.37
178,IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,48,2.0,MTT,TetrazoliumSalt,8.0,11.0,90.426
167,Dendrimer,O,Sphere,,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,72,100.0,MTT,TetrazoliumSalt,2.9,6.77,103.61
1357,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,125.0,MTT,TetrazoliumSalt,684.8,74.4,106.94
1764,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,24,600.0,NRU,NeutralRed,29.57,-33.33,34.946
1498,Polystyrene,O,Sphere,NH2,Commercial,Positive,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,100.0,63.8,98.787
1320,Au,I,Sphere,Citrate,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,0.131,NRU,NeutralRed,13.0,-60.7,95.769
661,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,48,50.0,CCK-8,TetrazoliumSalt,500.0,37.9,38.654
1454,CuO,I,Sphere,,Precipitation,Negative,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,25.0,MTT,TetrazoliumSalt,22.83,-20.36,34.027
1605,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,100.0,NRU,NeutralRed,10.0,-31.8,95.8
2432,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,6.25,Live/Dead,TrypanBlue,142.0,56.0,98.895
2239,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,10.0,MTT,TetrazoliumSalt,10.0,-31.8,103.22
710,Au,I,Sphere,Citrate,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100.0,Live/Dead,PropidiumIodide,270.0,-45.96,94.872
1780,PTFE-PMMA,O,Irregular,,Free Radical Polymerization,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,400.0,AlamarBlue,AlamarBlue,715.3,-4.5,49.553
1183,IronOxide,I,Sphere,,Pyrolysis,Negative,HEK293,100000.0,H,Human,Kidney,Epithelial,Embryonic,L,48,0.5,MTT,TetrazoliumSalt,6.0,-36.5,87.052
685,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,1000.0,Live/Dead,CalceinAM,9.0,-26.96,7.888
1335,Pt,I,Sphere,FA,Chemical Reduction,Negative,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,24,400.0,CellTiterGlo,LuciferaseEnzyme,12.5,-40.5,19.002
1877,SiO2,I,Sphere,CTAB,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,12,1.95,MTT,TetrazoliumSalt,386.9,-35.9,113.67
2517,Ag,I,Sphere,,Commercial,Negative,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,50.0,MTT,TetrazoliumSalt,65.0,-30.0,74.286
2146,MWCNT,C,Nanotube,,Commercial,Negative,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,16.0,NRU,NeutralRed,17.4,-18.9,96.296
1893,MWCNT,C,Nanotube,COOH,Commercial,Negative,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,128.0,CCK-8,TetrazoliumSalt,25.0,-5.63,46.741
1781,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,A549,3000.0,H,Human,Lung,Epithelial,Adult,L,48,100.0,MTS,TetrazoliumSalt,50.0,-35.0,31.671
212,MWCNT,C,Nanotube,COOH,Commercial,Negative,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,8.0,CCK-8,TetrazoliumSalt,25.0,-5.63,81.24
70,IronOxide,I,Sphere,Silica-FA,Solvothermal Process,Negative,SKOV-3,100000.0,H,Human,Ovary,Epithelial,Adult,L,24,50.0,LDH,LDHrelease,274.1,-27.7,91.205
200,Ag,I,Rod,,EBPVD,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,24,0.2,MTS,TetrazoliumSalt,47.0,-34.1,86.637
2270,Diamond,C,Sphere,,Explosion,Negative,U87,10000.0,H,Human,Brain,Epithelial,Adult,L,2,100.0,MTT,TetrazoliumSalt,4.0,-35.6,102.92
1615,SWCNT,C,Nanotube,,Chemical Vapor Deposition,Negative,PC12,10000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,10.0,XTT,TetrazoliumSalt,1.15,-15.53,92.127
854,Ag,I,Sphere,Citrate-Oligonucleotide,Chemical Reduction,Negative,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,48,12.5,MTS,TetrazoliumSalt,50.0,-30.0,80.05
50,SiO2,I,Sphere,,Commercial,Negative,A431,10000.0,H,Human,Skin,Epithelial,Adult,L,72,50.0,MTT,TetrazoliumSalt,15.0,-25.0,76.933
1511,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,24,1000.0,MTT,TetrazoliumSalt,684.8,74.4,108.13
363,SiO2,I,Sphere,,Sol-Gel Method,Negative,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,10.0,MTT,TetrazoliumSalt,59.72,-38.1,99.757
1871,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,10.0,MTT,TetrazoliumSalt,199.89,-36.3,50.0
805,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,24,40.0,AlamarBlue,AlamarBlue,29.57,-33.33,57.571
1624,Au,I,Sphere,GSH,Chemical Reduction,Negative,L929,5000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,100.0,MTT,TetrazoliumSalt,43.17,-58.0,95.238
2050,C60,C,Sphere,,Emulsion-Solvent Evaporation ,Negative,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,18.0,MTT,TetrazoliumSalt,125.0,-25.3,90.049
2147,SiO2,I,Sphere,SodiumAlginate,Hydrolysis,Negative,Caco-2,5000.0,H,Human,Colon,Epithelial,Adult,L,24,500.0,AlamarBlue,AlamarBlue,345.2,-13.0,28.473
108,Pt,I,Sphere,,Green Synthesis,Negative,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,48,20.0,MTS,TetrazoliumSalt,24.6,-11.0,90.0
80,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,150.0,AlamarBlue,AlamarBlue,29.57,-33.33,0.0
1855,PTFE-PMMA,O,Irregular,,Free Radical Polymerization,Negative,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,200.0,AlamarBlue,AlamarBlue,744.7,-2.2,66.523
1442,CuO,I,Sphere,,Commercial,Negative,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,24,100.0,CCK-8,TetrazoliumSalt,30.0,-29.1,3.3074
1416,Au,I,Sphere,Citrate,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,1.298,WST-1,TetrazoliumSalt,13.0,-60.7,93.371
791,MgO,I,Sphere,,Sol-Gel Method,Negative,3T3-L1,100000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,800.0,MTT,TetrazoliumSalt,47.9,-7.01,37.09
725,IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,100000.0,H,Human,Cervix,Epithelial,Adult,L,72,0.5,MTT,TetrazoliumSalt,8.0,11.0,90.712
215,SiO2,I,Sphere,NH2,Precipitation,Positive,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,3.9,MTT,TetrazoliumSalt,437.0,21.7,102.89
2358,MgO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,1.0,MTT,TetrazoliumSalt,39.2,11.6,95.41
338,Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,48,200.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,74.878
758,IronOxide,I,Sphere,,Commercial,Negative,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,10.0,MTT,TetrazoliumSalt,42.5,-8.2,99.013
1004,Au,I,Sphere,,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,0.4,MTS,TetrazoliumSalt,61.46,-32.66,59.441
587,IronOxide,I,Sphere,,Pyrolysis,Negative,HeLa,100000.0,H,Human,Cervix,Epithelial,Adult,L,24,2.0,MTT,TetrazoliumSalt,6.0,-36.5,86.44
486,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,72,1000.0,NRU,NeutralRed,29.57,-33.33,22.939
1574,SWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,4,50.0,MTT,TetrazoliumSalt,601.7,-13.005,45.755
980,PTFE-PMMA,O,Irregular,,Free Radical Polymerization,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,50.0,AlamarBlue,AlamarBlue,715.3,-4.5,99.925
1051,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,750.0,MTT,TetrazoliumSalt,684.8,74.4,125.6
490,MgO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,0.01,MTT,TetrazoliumSalt,39.2,11.6,98.361
554,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,500.0,MTT,TetrazoliumSalt,199.89,-36.3,12.245
1251,Dendrimer,O,Sphere,,Commercial,Neutral,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,72,100.0,MTT,TetrazoliumSalt,2.2,0.01,99.615
1950,MWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,4,12.5,AlamarBlue,AlamarBlue,217.2,-13.005,63.989
842,PTFE-PMMA,O,Irregular,,Free Radical Polymerization,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,200.0,AlamarBlue,AlamarBlue,544.5,-8.6,87.274
2312,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,48,50.0,MTT,TetrazoliumSalt,29.57,-33.33,43.079
136,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,20.0,MTT,TetrazoliumSalt,29.57,-33.33,7.3836
850,SiO2,I,Sphere,,Commercial,Negative,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,72,100.0,NRU,NeutralRed,14.23,-25.0,65.021
2113,Au,I,Star,,Chemical Reduction,Negative,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,400.0,MTS,TetrazoliumSalt,33.69,-24.52,126.78
796,MWCNT,C,Nanotube,,Commercial,Negative,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,2.0,NRU,NeutralRed,17.4,-18.9,100.46
753,MgO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,0.001,MTT,TetrazoliumSalt,39.2,11.6,99.016
2034,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,48,25.0,AlamarBlue,AlamarBlue,29.57,-33.33,61.897
1057,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,32.0,CCK-8,TetrazoliumSalt,19.4,-21.77,103.04
2285,SLN,O,Sphere,DDAB,Multiple Emulsion Method,Positive,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,24,165.0,AlamarBlue,AlamarBlue,134.2,28.2,100.51
1160,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,150.0,MTT,TetrazoliumSalt,10.0,-31.8,107.67
1334,PLGA,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,BALB/c3T3,20000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,540.0,MTT,TetrazoliumSalt,95.0,-20.5,104.42
1962,Ag,I,Rod,,EBPVD,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,96,20.0,MTS,TetrazoliumSalt,47.0,-34.1,103.34
65,SWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,24,25.0,MTT,TetrazoliumSalt,601.7,-13.005,53.669
1824,Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,48,400.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,54.39
2264,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,48,250.0,MTT,TetrazoliumSalt,29.57,-33.33,4.4944
1612,PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,4,3000.0,MTT,TetrazoliumSalt,230.0,32.0,98.78
953,ZnO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,1.0,MTT,TetrazoliumSalt,45.3,32.7,98.355
2475,MWCNT,C,Nanotube,COOH,Chemical Vapor Deposition,Negative,Macrophages,100000.0,A,Mouse,Peritoneal Cavity,Macrophage,Adult,P,24,50.0,WST-1,TetrazoliumSalt,24.6,-20.2,79.808
2065,Au,I,Rod,,EBPVD,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,96,200.0,MTS,TetrazoliumSalt,65.0,-23.3,83.556
1834,MWCNT,C,Nanotube,,Chemical Vapor Deposition,Negative,A549,12000.0,H,Human,Lung,Epithelial,Adult,L,24,200.0,MTS,TetrazoliumSalt,8.0,-6.96,87.725
2350,IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,72,0.5,MTT,TetrazoliumSalt,8.0,11.0,92.34
982,PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,4,200.0,MTT,TetrazoliumSalt,230.0,32.0,102.57
1597,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,15.0,MTT,TetrazoliumSalt,100.0,-8.23,90.711
155,Ag,I,Sphere,,Chemical Reduction,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,72,1.0,MTT,TetrazoliumSalt,43.9,-16.2,108.01
2250,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,25.0,MTT,TetrazoliumSalt,100.0,-8.23,72.53
2470,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,24,500.0,MTT,TetrazoliumSalt,684.8,74.4,101.79
1513,Au,I,Sphere,Citrate,Commercial,Negative,NR8383,12000.0,A,Rat,Lung,Macrophage,Adult,L,24,0.061,WST-1,TetrazoliumSalt,13.0,-60.7,80.395
