ID,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Size,Zeta,Target
607,SiO2,I,Sphere,,Hydrolysis,Negative,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,48,200.0,AlamarBlue,AlamarBlue,289.76,-28.0,1
87,Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,48,400.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,0
1246,SiO2,I,Sphere,,Soft Templating Method,Negative,HeLa,6000.0,H,Human,Cervix,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,55.6,-25.4,1
1125,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,10.0,MTT,TetrazoliumSalt,100.0,-8.23,1
569,CuO,I,Sphere,,Commercial,Negative,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,50.0,CCK-8,TetrazoliumSalt,30.0,-29.1,0
1235,Dendrimer,O,Sphere,,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,24,100.0,MTT,TetrazoliumSalt,6.7,7.2,0
889,Au,I,Sphere,Citrate,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,6.0,WST-1,TetrazoliumSalt,13.0,-60.7,0
240,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,200.0,MTT,TetrazoliumSalt,10.0,-31.8,1
2461,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,48,150.0,NRU,NeutralRed,29.57,-33.33,0
498,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,24,10.0,Live/Dead,PropidiumIodide,10.0,-27.0,1
1354,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,6.25,MTT,TetrazoliumSalt,142.0,56.0,1
2186,Ag,I,Sphere,GSH,Chemical Reduction,Negative,L929,5000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,25.0,MTT,TetrazoliumSalt,6.0,-50.9,0
2340,Pt,I,Sphere,FA,Chemical Reduction,Negative,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,24,100.0,CellTiterGlo,LuciferaseEnzyme,12.5,-40.5,0
1540,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,24,50.0,MTS,TetrazoliumSalt,50.0,-35.0,0
1892,C60,C,Sphere,,Commercial,Negative,hPDLF,10000.0,H,Human,Teeth,Fibroblast,Adult,P,48,0.1,MTT,TetrazoliumSalt,34.64,-37.4,0
1775,MWCNT,C,Nanotube,COOH,Chemical Vapor Deposition,Negative,V79,16000.0,A,Hamster,Lung,Fibroblast,Adult,L,24,100.0,MTS,TetrazoliumSalt,25.0,-10.3,1
860,MWCNT,C,Nanotube,,Chemical Vapor Deposition,Negative,V79,16000.0,A,Hamster,Lung,Fibroblast,Adult,L,24,50.0,MTS,TetrazoliumSalt,50.0,-7.28,1
1171,Dendrimer,O,Sphere,,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,24,10.0,MTT,TetrazoliumSalt,2.9,6.77,1
551,Al2O3,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,1.0,MTT,TetrazoliumSalt,39.7,36.3,1
1302,IronOxide,I,Sphere,,Commercial,Negative,hPDLF,10000.0,H,Human,Teeth,Fibroblast,Adult,P,48,100.0,MTT,TetrazoliumSalt,28.33,-18.4,0
1786,Al2O3,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,20.0,MTT,TetrazoliumSalt,39.7,36.3,1
2273,Diamond,C,Sphere,,Explosion,Negative,U87,10000.0,H,Human,Brain,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,4.0,-35.6,1
1324,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,10.0,MTT,TetrazoliumSalt,199.89,-36.3,0
2046,Chitosan,O,Sphere,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,500.0,MTT,TetrazoliumSalt,164.0,63.2,1
1795,CuO,I,Sphere,,Precipitation,Negative,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,5.0,NRU,NeutralRed,22.83,-20.36,0
541,SWCNT,C,Nanotube,COOH,Chemical Vapor Deposition,Negative,A549,12000.0,H,Human,Lung,Epithelial,Adult,L,24,100.0,MTS,TetrazoliumSalt,1.5,-8.1,0
1403,IronOxide,I,Sphere,,Commercial,Negative,hPDLF,10000.0,H,Human,Teeth,Fibroblast,Adult,P,6,10.0,MTT,TetrazoliumSalt,28.33,-18.4,1
487,ZnO,I,Sphere,,Commercial,Positive,L-132,1000000.0,H,Human,Lung,Epithelial,Embryonic,L,24,50.0,MTT,TetrazoliumSalt,94.5,17.5,0
1188,IronOxide,I,Sphere,,Commercial,Negative,hPDLF,10000.0,H,Human,Teeth,Fibroblast,Adult,P,48,1.0,MTT,TetrazoliumSalt,28.33,-18.4,0
161,PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,4,1000.0,MTT,TetrazoliumSalt,105.0,-24.0,1
1066,C60,C,Sphere,,Commercial,Negative,mDF,10000.0,A,Mouse,Skin,Fibroblast,Adult,P,6,1.0,MTT,TetrazoliumSalt,34.64,-37.4,1
2168,SiO2,I,Sphere,,Sol-Gel Method,Negative,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,100.33,-31.7,0
162,CuO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,10.0,MTT,TetrazoliumSalt,46.3,42.8,0
21,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,72,5.0,CCK-8,TetrazoliumSalt,50.0,36.6,0
843,TiO2,I,Sphere,,Commercial,Negative,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,0.1,MTT,TetrazoliumSalt,15.84,-43.29,1
139,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,A549,3000.0,H,Human,Lung,Epithelial,Adult,L,48,50.0,MTS,TetrazoliumSalt,50.0,-35.0,0
271,ZrO2,I,Sphere,,Green Synthesis,Negative,VERO,10000.0,A,Monkey,Kidney,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,10.0,-45.5,0
2455,Pt,I,Sphere,FA,Chemical Reduction,Negative,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,24,25.0,CellTiterGlo,LuciferaseEnzyme,12.5,-40.5,0
453,Au,I,Sphere,Citrate,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,10.0,Live/Dead,CalceinAM,270.0,-45.96,1
803,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,24,62.5,MTT,TetrazoliumSalt,684.8,74.4,1
2062,SLN,O,Sphere,CTAB,Multiple Emulsion Method,Positive,Y-79,10000.0,H,Human,Retina,MulticellularClusters,Adult,L,24,330.0,AlamarBlue,AlamarBlue,135.1,28.2,0
1649,Au,I,Rod,,EBPVD,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,96,2.0,MTS,TetrazoliumSalt,65.0,-23.3,0
1035,CuO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,46.3,42.8,0
1724,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,48,250.0,MTT,TetrazoliumSalt,458.9,72.1,1
15,Au,I,Sphere,Citrate,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,96,5.0,MTS,TetrazoliumSalt,61.06,-32.7,1
770,ZnO,I,Sphere,,Commercial,Negative,HEK,10000.0,H,Human,Skin,Keratinocyte,Adult,P,12,20.0,MTT,TetrazoliumSalt,245.0,-15.8,0
425,Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,72,400.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,0
30,PLGA,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,MDBK,10000.0,A,Cow,Kidney,Epithelial,Adult,L,24,1250.0,MTS,TetrazoliumSalt,120.0,-11.0,1
1126,ZrO2,I,Sphere,,Green Synthesis,Negative,HCT-116,100000.0,H,Human,Colon,Epithelial,Adult,L,24,200.0,Live/Dead,TrypanBlue,10.0,-45.5,0
2424,PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,72,300.0,MTT,TetrazoliumSalt,230.0,32.0,1
291,SLN,O,Sphere,CTAB,Multiple Emulsion Method,Positive,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,24,330.0,AlamarBlue,AlamarBlue,135.1,28.2,0
375,TiO2,I,Sphere,,Commercial,Negative,AGS,10000.0,H,Human,Stomach,Epithelial,Adult,L,24,20.0,MTS,TetrazoliumSalt,25.0,-9.96,1
2241,C70,C,Sphere,Dextran,Commercial,Negative,L929,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,40.0,MTT,TetrazoliumSalt,15.0,-20.7,1
1406,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,150.0,NRU,NeutralRed,29.57,-33.33,0
6,SWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,24,50.0,AlamarBlue,AlamarBlue,601.7,-13.005,0
1068,Pt,I,Sphere,FA,Chemical Reduction,Negative,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,72,25.0,CellTiterGlo,LuciferaseEnzyme,12.5,-40.5,0
691,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,25.0,Live/Dead,TrypanBlue,142.0,56.0,1
1382,C60,C,Sphere,,Emulsion-Solvent Evaporation ,Negative,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,3.6,MTT,TetrazoliumSalt,125.0,-25.3,1
740,Ag,I,Sphere,,Chemical Reduction,Negative,THP-1,10000.0,H,Human,Blood,Monocyte,Adult,L,24,0.3,AlamarBlue,AlamarBlue,14.3,-26.5,1
1997,Polystyrene,O,Sphere,,Commercial,Negative,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,50.0,MTT,TetrazoliumSalt,100.0,-51.1,1
179,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,80.0,NRU,NeutralRed,100.0,-8.23,0
1532,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,5.0,MTT,TetrazoliumSalt,10.9,-45.4,1
2471,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,100.0,MTT,TetrazoliumSalt,21.06,-24.5,0
1558,Ag,I,Sphere,Citrate-Lactose,Chemical Reduction,Negative,A549,3000.0,H,Human,Lung,Epithelial,Adult,L,48,12.5,MTS,TetrazoliumSalt,50.0,-31.0,1
1638,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,250.0,MTT,TetrazoliumSalt,458.9,72.1,1
1266,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,10000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,24,400.0,CCK-8,TetrazoliumSalt,12.0,-9.9,0
300,C60,C,Sphere,,Emulsion-Solvent Evaporation ,Negative,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,144.0,MTT,TetrazoliumSalt,125.0,-25.3,0
1041,SiO2,I,Sphere,Chitosan,Hydrolysis,Positive,Caco-2,5000.0,H,Human,Colon,Epithelial,Adult,L,24,500.0,AlamarBlue,AlamarBlue,578.27,8.0,0
2272,CeO2,I,Cubic,,Commercial,Negative,HT-1080,30000.0,H,Human,Connective Tissue,Epithelial,Adult,L,24,100.0,NRU,NeutralRed,25.0,-13.0,1
2205,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,50.0,NRU,NeutralRed,10.9,-45.4,1
61,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,6.25,WST-1,TetrazoliumSalt,142.0,56.0,1
130,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,24,50.0,CCK-8,TetrazoliumSalt,50.0,36.6,0
2355,PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Colo_205,10000.0,H,Human,Colon,Epithelial,Adult,L,24,625.0,MTS,TetrazoliumSalt,204.0,10.0,1
25,SiO2,I,Sphere,,Sol-Gel Method,Negative,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,59.72,-38.1,0
592,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,75.0,NRU,NeutralRed,10.0,-31.8,1
2520,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,48,31.25,MTT,TetrazoliumSalt,384.6,62.1,1
635,PTFE-PMMA,O,Irregular,,Free Radical Polymerization,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,10.0,AlamarBlue,AlamarBlue,744.7,-2.2,1
2218,Ag,I,Irregular,PVP,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,6.8,NRU,NeutralRed,20.0,-17.1,0
1030,C60,C,Sphere,Dextran,Commercial,Negative,C6,1000000.0,A,Rat,Brain,Fibroblast,Adult,L,24,50.0,Live/Dead,CalceinAM,30.0,-16.9,1
1311,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,24,200.0,MTT,TetrazoliumSalt,29.57,-33.33,0
1603,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,50.0,Live/Dead,TrypanBlue,142.0,56.0,1
400,Ag,I,Wire,,Commercial,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,50.0,MTS,TetrazoliumSalt,30.0,-3.85,0
697,Au,I,Sphere,Citrate,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,0.061,NRU,NeutralRed,13.0,-60.7,1
1000,PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,4,500.0,MTT,TetrazoliumSalt,230.0,32.0,1
1291,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,75.0,MTT,TetrazoliumSalt,10.0,-31.8,1
2064,ZnO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,50.0,MTT,TetrazoliumSalt,45.3,32.7,0
1017,Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,24,100.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,1
2331,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,25.0,NRU,NeutralRed,10.9,-45.4,1
1104,C60,C,Sphere,,Commercial,Negative,mDF,10000.0,A,Mouse,Skin,Fibroblast,Adult,P,48,1.0,MTT,TetrazoliumSalt,34.64,-37.4,0
1196,Ag,I,Sphere,Citrate,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,24,5.0,MTS,TetrazoliumSalt,39.94,-23.5,1
2213,C70,C,Sphere,Dextran,Commercial,Negative,L929,300000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,40.0,Live/Dead,CalceinAM,15.0,-20.7,1
1063,SiO2,I,Sphere,Ph,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,1000.0,MTT,TetrazoliumSalt,375.4,-26.8,0
536,IronOxide,I,Sphere,PEG-FA,Solvothermal Process,Negative,SKOV-3,100000.0,H,Human,Ovary,Epithelial,Adult,L,48,0.5,MTT,TetrazoliumSalt,326.5,-23.5,1
950,SiO2,I,Sphere,SodiumAlginate,Hydrolysis,Negative,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,24,500.0,AlamarBlue,AlamarBlue,345.2,-13.0,0
471,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,31.25,MTT,TetrazoliumSalt,384.6,62.1,1
1480,SLN,O,Sphere,DDAB,Multiple Emulsion Method,Positive,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,24,66.0,AlamarBlue,AlamarBlue,134.2,28.2,1
2487,SiO2,I,Sphere,Ph,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,31.2,MTT,TetrazoliumSalt,375.4,-26.8,1
1510,PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,MDBK,10000.0,A,Cow,Kidney,Epithelial,Adult,L,24,5000.0,MTS,TetrazoliumSalt,204.0,10.0,0
664,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,24,200.0,NRU,NeutralRed,29.57,-33.33,0
923,SiO2,I,Sphere,,Soft Templating Method,Negative,A2780,10000.0,H,Human,Ovary,Epithelial,Adult,L,96,200.0,MTT,TetrazoliumSalt,120.0,-5.21,0
83,Ag,I,Sphere,,Commercial,Negative,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,200.0,MTT,TetrazoliumSalt,65.0,-30.0,0
442,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,25.0,NRU,NeutralRed,10.9,-45.4,1
2037,Dendrimer,O,Sphere,,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,72,100.0,MTT,TetrazoliumSalt,6.7,7.2,0
813,IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HEK293,100000.0,H,Human,Kidney,Epithelial,Embryonic,L,48,4.0,MTT,TetrazoliumSalt,8.0,11.0,1
1720,C60,C,Sphere,,Commercial,Negative,mDF,10000.0,A,Mouse,Skin,Fibroblast,Adult,P,6,50.0,MTT,TetrazoliumSalt,34.64,-37.4,1
1760,Pt,I,Sphere,,Green Synthesis,Negative,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,48,180.0,MTS,TetrazoliumSalt,24.6,-11.0,0
590,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,10.0,-31.8,1
735,IronOxide,I,Sphere,Silica,Commercial,Negative,HK-2,30000.0,H,Human,Kidney,Epithelial,Adult,L,24,100.0,XTT,TetrazoliumSalt,114.0,-6.52,0
117,Au,I,Rod,,EBPVD,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,24,200.0,MTS,TetrazoliumSalt,65.0,-23.3,0
2450,SLN,O,Sphere,CTAB,Multiple Emulsion Method,Positive,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,24,66.0,AlamarBlue,AlamarBlue,135.1,28.2,0
914,Al2O3,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,5.0,MTT,TetrazoliumSalt,39.7,36.3,1
807,NiO,I,Sphere,,Commercial,Positive,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,25.0,NRU,NeutralRed,21.6,25.3,1
2484,ZnO,I,Sphere,,Commercial,Positive,L-132,1000000.0,H,Human,Lung,Epithelial,Embryonic,L,24,100.0,MTT,TetrazoliumSalt,94.5,17.5,0
2392,Ag,I,Irregular,PVP,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,10.0,NRU,NeutralRed,20.0,-17.1,0
2072,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,35.0,NRU,NeutralRed,100.0,-8.23,0
1667,MWCNT,C,Nanotube,COOH,Chemical Vapor Deposition,Negative,Macrophages,100000.0,A,Mouse,Peritoneal Cavity,Macrophage,Adult,P,24,5.0,WST-1,TetrazoliumSalt,24.6,-20.2,1
987,ZrO2,I,Sphere,,Green Synthesis,Negative,HCT-116,10000.0,H,Human,Colon,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,10.0,-45.5,0
2187,TiO2,I,Irregular,,Commercial,Negative,A431,10000.0,H,Human,Skin,Epithelial,Adult,L,24,8.0,NRU,NeutralRed,50.0,-17.6,1
1827,Ag,I,Wire,,Commercial,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,2.0,MTS,TetrazoliumSalt,30.0,-3.36,1
1205,SWCNT,C,Nanotube,PEG,Chemical Vapor Deposition,Negative,PC12,10000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,0.1,MTT,TetrazoliumSalt,3.0,-30.14,0
694,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,5.0,MTT,TetrazoliumSalt,10.9,-45.4,1
808,Au,I,Sphere,,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,4.0,MTS,TetrazoliumSalt,61.46,-32.66,0
2314,MWCNT,C,Nanotube,,Commercial,Neutral,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,32.0,CCK-8,TetrazoliumSalt,17.6,0.9,1
1899,MWCNT,C,Nanotube,,Commercial,Neutral,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,4.0,CCK-8,TetrazoliumSalt,17.6,0.9,1
2509,Ag,I,Irregular,PVP,Commercial,Negative,NR8383,12000.0,A,Rat,Lung,Macrophage,Adult,L,24,1.5,WST-1,TetrazoliumSalt,20.0,-17.1,1
334,SLN,O,Sphere,DDAB,Multiple Emulsion Method,Positive,Y-79,10000.0,H,Human,Retina,MulticellularClusters,Adult,L,24,330.0,AlamarBlue,AlamarBlue,134.2,28.2,0
1992,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,50.0,MTT,TetrazoliumSalt,142.0,56.0,1
1754,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,48,5.0,CCK-8,TetrazoliumSalt,500.0,37.9,1
1729,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,40.0,NRU,NeutralRed,100.0,-8.23,0
2155,CuO,I,Sphere,,Precipitation,Negative,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,50.0,NRU,NeutralRed,22.83,-20.36,0
848,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,21.06,-24.5,0
495,Cu,I,Sphere,AscorbicAcid,Chemical Reduction,Negative,HGF,10000.0,H,Human,Gingiva,Fibroblast,Adult,P,24,31.25,MTT,TetrazoliumSalt,250.0,-24.7,0
1195,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,24,125.0,MTT,TetrazoliumSalt,384.6,62.1,1
774,SiO2,I,Sphere,,Hydrolysis,Negative,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,48,100.0,AlamarBlue,AlamarBlue,289.76,-28.0,1
2317,IronOxide,I,Sphere,,Pyrolysis,Negative,HeLa,100000.0,H,Human,Cervix,Epithelial,Adult,L,72,2.0,MTT,TetrazoliumSalt,6.0,-36.5,0
1865,Ag,I,Sphere,PVP,Chemical Reduction,Negative,KEC,20000.0,H,Human,Skin,Epithelial,Adult,P,48,5.39,MTS,TetrazoliumSalt,17.0,-18.4,0
1244,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,250.0,NRU,NeutralRed,29.57,-33.33,0
178,IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,48,2.0,MTT,TetrazoliumSalt,8.0,11.0,1
167,Dendrimer,O,Sphere,,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,72,100.0,MTT,TetrazoliumSalt,2.9,6.77,1
1357,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,125.0,MTT,TetrazoliumSalt,684.8,74.4,1
1764,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,24,600.0,NRU,NeutralRed,29.57,-33.33,0
1498,Polystyrene,O,Sphere,NH2,Commercial,Positive,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,100.0,63.8,1
1320,Au,I,Sphere,Citrate,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,0.131,NRU,NeutralRed,13.0,-60.7,1
661,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,48,50.0,CCK-8,TetrazoliumSalt,500.0,37.9,0
1454,CuO,I,Sphere,,Precipitation,Negative,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,25.0,MTT,TetrazoliumSalt,22.83,-20.36,0
